"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
6 "5" 0.280346248596491 -0.0181236327175439 -0.112172831947368 -0.981758159649123 -0.921493191754386 -0.925692371929825 0.945139003859649 -0.230251036140351 0.0139193473596491 -0.985583066842105 -0.96844910122807 -0.942795062280702 0.0730699604561404 0.00871883993421053 -0.00481712245438596 -0.973132635789474 -0.949362277017544 -0.967547241754386 -0.028251913022807 -0.0589823639438597 0.0767394745964912 -0.947561298596491 -0.94248658631579 -0.947782155964912 -0.103292534210526 -0.0428828304736842 -0.0506432189438596 -0.946423593157895 -0.962422163684211 -0.962758177192982 -0.945022876491228 -0.939310249649123 -0.945022876491228 -0.939310249649123 -0.967102436140351 -0.956099145964912 -0.939404744385965 -0.915891572982456 -0.963406222982456 -0.952536233859649 -0.977100287368421 -0.930336471754386 -0.942864017017544 -0.984067374035088 -0.921449111052632 -0.922067224210526 -0.97348053877193 -0.951405464912281 -0.963743518070175 -0.975235677719298 -0.950681450350877 -0.969895845789474 -0.931612384385965 -0.943273146140351 -0.943239602105263 -0.952817395263158 -0.942539174210526 -0.95445570245614 -0.945949804035088 -0.94456410754386 -0.955914005438597 -0.95538157877193 -0.926664297017544 -0.923108761578947 -0.955425138245614 -0.952088499473684
6 NA 0.270681579996269 -0.0174518911229851 -0.116807367615672 -0.403704337867239 -0.250768958450037 -0.618663941383134 0.634161371044776 0.0686235499197761 0.054666406361791 -0.953223304552239 -0.947209848171642 -0.93687128391791 0.0831515088997388 -0.00127316234742537 -0.00171487687257463 -0.437532241026866 -0.349173644395112 -0.690336752608209 -0.0465747163521269 -0.0730865706115672 0.101688748132052 -0.591321718259328 -0.558993239522388 -0.525922547716791 -0.0785821807762313 -0.0460470572593284 -0.0539390747738806 -0.460847369070896 -0.617065784824627 -0.434208893469179 -0.362626672814888 -0.386907697145896 -0.362626672814888 -0.386907697145896 -0.463002231973881 -0.406553148996269 -0.46656625553 -0.508363698547388 -0.549310062735075 -0.578953889718881 -0.406015427768657 -0.277553281362313 -0.628610758059701 -0.405146453553769 -0.28506598384541 -0.645936046906716 -0.45919682198097 -0.408308040872015 -0.66921061841791 -0.466041299160851 -0.328762431337313 -0.710205442619403 -0.453315532696642 -0.552685694958955 -0.41495041089403 -0.637573512952612 -0.567451648283582 -0.613162788369403 -0.373592207438955 -0.491439142231343 -0.396827068908582 -0.423411978419925 -0.505214185426119 -0.600849326832836 -0.587328405287313 -0.598089981243769
7 "5" 0.282723539433962 -0.0145740341037736 -0.0997778303207547 -0.979307570377358 -0.923400921886792 -0.917064168490566 0.958728687924528 -0.117607048924528 -0.0516573721320755 -0.987917503962264 -0.966162998679245 -0.939161014716981 0.0751915112830189 0.00694700354075472 -0.0108420294035849 -0.976403544716981 -0.965810609622642 -0.972060053207547 -0.0291582212545283 -0.0774336443396226 0.0851045000566038 -0.945247687358491 -0.949646946792453 -0.951630777358491 -0.0901539662169811 -0.0412797611886792 -0.0545390015471698 -0.96598339754717 -0.976837757358491 -0.978166790943396 -0.942724659245283 -0.933590156792453 -0.942724659245283 -0.933590156792453 -0.973381306226415 -0.968566356037736 -0.943425564528302 -0.918438958867924 -0.977377083018868 -0.97210793 -0.976681834339623 -0.941883783773585 -0.938550519811321 -0.980541336037736 -0.919118753018868 -0.912358813773585 -0.976323086226415 -0.967165093018868 -0.968229643018868 -0.978729082830189 -0.966850290188679 -0.974533710754717 -0.938121637735849 -0.957548671320755 -0.957165056226415 -0.947891986226415 -0.945818157735849 -0.954339406415094 -0.945611450377358 -0.93728796509434 -0.967417888301887 -0.969092161886792 -0.93870498490566 -0.919848139056604 -0.973671168679245 -0.971899418301887
7 NA 0.2676111974 -0.0196668499320784 -0.115135006323922 -0.494009187421176 -0.468047010456863 -0.360743062294706 0.623625210823529 -0.0263123417407843 0.0520642770603961 -0.950016201156863 -0.953057363647059 -0.920009102901961 0.0848439245317647 0.00774670939603922 -0.00730936308015686 -0.540043436751961 -0.551746046661569 -0.600378706775216 -0.056592532154 -0.0619419291483529 0.100399021632588 -0.633512778792157 -0.590629719435294 -0.603421658752941 -0.0950454548114745 -0.04147347437 -0.0623800670783529 -0.646808194820392 -0.612168604968235 -0.703553887854902 -0.421645883836078 -0.422768801846392 -0.421645883836078 -0.422768801846392 -0.549953126335412 -0.46368052608 -0.506759269231373 -0.532209177641176 -0.658282156423529 -0.592736376290588 -0.513267998658824 -0.484913244288627 -0.446300597767176 -0.487507262616078 -0.49387127485098 -0.366937085644745 -0.567104447157255 -0.574039015277922 -0.574818312254431 -0.553636737027451 -0.558214419143529 -0.624649005991373 -0.582588107356863 -0.562427674987843 -0.592297746396078 -0.653168188133333 -0.614076509309804 -0.645868483462745 -0.429515089443137 -0.510353862927059 -0.467300921155765 -0.463719835026667 -0.564481709096745 -0.595029538345098 -0.605530266714392 -0.606000182232157
8 "5" 0.279620986111111 -0.0148113067148148 -0.106114996837037 -0.988815418148148 -0.938479429074074 -0.926065255185185 0.957669921111111 -0.0904603488214815 -0.0979392024814815 -0.987690217222222 -0.958904114074074 -0.918293913703704 0.0753739045185185 0.00814951727462963 0.00322153267648148 -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.0219671978203704 -0.0280117633814815 0.063688907 -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.097757576 -0.0485190684259259 -0.0478483225666667 -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.953762884074074 -0.937187185222222 -0.953762884074074 -0.937187185222222 -0.984920797777778 -0.979932239074074 -0.952848496851852 -0.95322478962963 -0.987580587777778 -0.982460332222222 -0.988219862222222 -0.9500491 -0.950362935555556 -0.98918374962963 -0.936231722777778 -0.919744963888889 -0.989029238518519 -0.976177675 -0.979477193333333 -0.990414086851852 -0.97858173 -0.984465744444444 -0.969677435925926 -0.972595487037037 -0.975512276666667 -0.974200997592593 -0.968055495925926 -0.975976456111111 -0.953746070740741 -0.938628186322222 -0.979745872037037 -0.979135440925926 -0.964564224074074 -0.954119826296296 -0.983709233333333 -0.981832336296296
8 NA 0.268650940687225 -0.0189931199389868 -0.106974865312775 -0.486411488669163 -0.209246429669604 -0.39799251772511 0.573712826211454 0.0590532648237885 0.126852680904419 -0.946303310246696 -0.945958724330397 -0.924343150361233 0.0863190907776211 -0.000873696864969162 -0.0251180278399559 -0.477697419644053 -0.335567525868722 -0.59360029936652 0.00967035301022026 -0.10607993409859 0.0641814048761674 -0.580863993705727 -0.476148683446696 -0.401316181813216 -0.106685551574009 -0.0380876002569163 -0.0607723323810573 -0.602051473345815 -0.61114517220793 -0.626198353096916 -0.353090981713656 -0.462893591065198 -0.353090981713656 -0.462893591065198 -0.427040256334714 -0.465640048807048 -0.362830750595419 -0.492976617360793 -0.598940180484582 -0.652412900396476 -0.485157510820264 -0.238135149665198 -0.455971848944053 -0.489275726566079 -0.246017409427313 -0.416496677936123 -0.497100699025551 -0.381656617290749 -0.564548643331718 -0.505326582473568 -0.332141435311894 -0.621784085740088 -0.51377039132511 -0.481579547761674 -0.418526507983833 -0.604165287863436 -0.479130098328194 -0.453579050931278 -0.407047228955066 -0.583367301211454 -0.422077281663877 -0.532125065110132 -0.525634877355066 -0.561158118024229 -0.635178845578414 -0.701927819955947
9 "5" 0.282310057333333 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 0.961323502222222 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 0.0760032053555556 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.029183136346 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.095897704 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.945167482444444 -0.936105010444444 -0.945167482444444 -0.936105010444444 -0.969524578888889 -0.963764177777778 -0.921030223111111 -0.908291403111111 -0.969824044222222 -0.965287050888889 -0.971662692 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.971313768666667 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.916974437555556 -0.954514301555556 -0.941510336 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.946330171777778 -0.940265546444444 -0.963242884 -0.963593159555556 -0.929769067777778 -0.910909659555556 -0.967491628 -0.964770799111111
9 NA 0.268092320193416 -0.021113537048465 -0.10233735919177 -0.477863080111111 -0.508712364819753 -0.429596215026996 0.617053331358025 -0.05347819689107 0.121984386491481 -0.953170130205761 -0.945746309218107 -0.918389322020576 0.0855012055613169 0.00562094716497942 -0.000350202248600823 -0.50577400626214 -0.62615989808642 -0.675503766773663 -0.0777149041802469 -0.0752436670404938 0.110917353981646 -0.630982351934156 -0.619470735563786 -0.522311017283704 -0.0879898984462551 -0.0393297171349794 -0.0526303974546502 -0.727008121193416 -0.735910424855967 -0.702976326213992 -0.423704949780436 -0.482099967327819 -0.423704949780436 -0.482099967327819 -0.5571792943893 -0.543139546793416 -0.481529948695062 -0.61781078909465 -0.724675050699588 -0.753008344115226 -0.506590943743621 -0.548308243407407 -0.527384354023169 -0.468443244253086 -0.521576465888889 -0.42462533562214 -0.556574062173251 -0.651089265621399 -0.654006507172839 -0.499031203067449 -0.625516091197531 -0.695908658641975 -0.588546327337449 -0.633815025757202 -0.551786042268313 -0.647347547218107 -0.616324080736625 -0.559195638266667 -0.480382055057613 -0.565973731023457 -0.5436290623 -0.546439006827161 -0.658473103580247 -0.65825161281893 -0.752952162757202 -0.771023235884774
10 "5" 0.276650300681818 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545 0.954008785454545 -0.0431597830454545 0.0346980210431818 -0.991259485 -0.975410724090909 -0.959579657727273 0.0809784390227273 0.0119007630575 -0.00485841031477273 -0.964311490454545 -0.941328663409091 -0.9764306 -0.0281854325604545 -0.0876820486363636 0.103251560681818 -0.929895057954545 -0.958861164090909 -0.953681099545455 -0.104753833181818 -0.0371593000727273 -0.0584162547045455 -0.950367548409091 -0.976445016590909 -0.969051030681818 -0.951988907954545 -0.937264537954545 -0.951988907954545 -0.937264537954545 -0.965163818409091 -0.952058214545455 -0.929787259772727 -0.920486810227273 -0.971637661590909 -0.964409410454545 -0.970099814318182 -0.923378745227273 -0.955272383863636 -0.982949246136364 -0.921860476590909 -0.938098683181818 -0.963565166136364 -0.942187760454545 -0.972241512272727 -0.968612135909091 -0.944847393636364 -0.979428729090909 -0.924005912954545 -0.960323800909091 -0.950915730909091 -0.932273942727273 -0.958399857954545 -0.958901257272727 -0.9401101675 -0.945048242954545 -0.951633690454545 -0.952105964545455 -0.937786743409091 -0.922961550454545 -0.965614081363636 -0.965055815454545
10 NA 0.276883352416 -0.01823952226964 -0.1118889230784 -0.460262855528 -0.4231064370784 -0.5573139222982 0.5881515926 -0.079457107024 0.058813902294708 -0.96132868732 -0.95084802188 -0.935032739644 0.079605367628 0.01309271277892 -0.0124992192144 -0.452835837668 -0.46964441942476 -0.711005825068 -0.01679815051144 -0.084105031571892 0.088874890717 -0.6288514345548 -0.5266482256288 -0.5355675049384 -0.1087487013016 -0.043348233267 -0.05504804140784 -0.65974966716 -0.73206840924 -0.63712411582 -0.42339019563224 -0.476371642622704 -0.42339019563224 -0.476371642622704 -0.509579199155076 -0.4549421588732 -0.4500175298464 -0.57229856383008 -0.69272355864 -0.73439841464 -0.455234842948 -0.4191954745404 -0.6022252937368 -0.4634170515064 -0.46354351934728 -0.5709198357296 -0.4739703455976 -0.48697790915068 -0.6775925819452 -0.48032675507284 -0.4878824078884 -0.74392231304 -0.56694090895164 -0.59344331126 -0.4999678655448 -0.650481198092 -0.4968713901 -0.5908678980008 -0.4445718497472 -0.5783101357404 -0.438318064036 -0.48278952514708 -0.612869479284 -0.620791951536 -0.73296131348 -0.75583182292
11 "5" 0.277715562765957 -0.0171990886595745 -0.108686630425532 -0.994978878723404 -0.964173331702128 -0.986382712765957 0.956464535957447 -0.173082704680851 0.127198423404255 -0.994529398085106 -0.981047828723404 -0.989433253617021 0.0760097721914894 0.0124130965551064 -0.00074591623212766 -0.992527404255319 -0.979428279574468 -0.990132989574468 -0.0293141521489362 -0.0765465041914894 0.0810588216170213 -0.980242494680851 -0.994210471914894 -0.980636664893617 -0.099519355893617 -0.0395992140851064 -0.0524732752340426 -0.986690403617021 -0.995571631276596 -0.990663218510638 -0.984853836595745 -0.98030536893617 -0.984853836595745 -0.98030536893617 -0.989242377234043 -0.988853960638298 -0.979978011489362 -0.977071437446808 -0.993428183617021 -0.992579166595745 -0.993808050638298 -0.968703072553191 -0.987669785531915 -0.995573762978723 -0.96350679 -0.985958517446809 -0.992385450851064 -0.979287024255319 -0.988460788085106 -0.993414564042553 -0.981185823617021 -0.990378149574468 -0.978301717234043 -0.994025488297872 -0.980762968085106 -0.981009115744681 -0.994353086595745 -0.98230878106383 -0.982255413617021 -0.981503969574468 -0.988636595319149 -0.98802123106383 -0.982576519787234 -0.977437710851064 -0.992981019787234 -0.992277468510638
11 NA 0.276387832531598 -0.0194641443943866 -0.108986338472119 -0.518626639417844 -0.40759749836803 -0.609228608907063 0.691049967472119 0.0921944878223048 0.142483235144981 -0.972051178141264 -0.952961351672862 -0.951112376245353 0.0842371456944238 0.00699919293364312 -0.00759258311862453 -0.601105227678067 -0.544024856890335 -0.816719268996283 -0.0591740281100743 -0.0550268723446097 0.0883717994186784 -0.697933066039777 -0.652708795650558 -0.680353663680297 -0.0772325162267658 -0.051102310063197 -0.0472348897756506 -0.745928637397769 -0.846153701189591 -0.761390139739777 -0.465593234383271 -0.548685670142751 -0.465593234383271 -0.548685670142751 -0.625756772144981 -0.607525130583643 -0.566934105565056 -0.647797019296283 -0.797720625910781 -0.844947074944238 -0.554128678701115 -0.455058808696506 -0.708504766356877 -0.506793411304089 -0.422034857943866 -0.593762757436059 -0.621511329942751 -0.571761752637546 -0.797097299144981 -0.616071892578067 -0.544493999019703 -0.835175725799256 -0.663062484159851 -0.738908210557621 -0.66133279535316 -0.711703297936803 -0.614377331818216 -0.716412809851301 -0.546754152630112 -0.6208248463829 -0.598038132248327 -0.622569985542751 -0.718275317769517 -0.664761594831227 -0.842435790594796 -0.859506424795539
12 "5" 0.277405834918033 -0.0169002543196721 -0.105526999754098 -0.981243992459016 -0.923140254098361 -0.920684800114754 0.957317821803279 -0.21886535557377 -0.0395382767304918 -0.985314210491803 -0.970482614590164 -0.939534099016393 0.0744631761967213 0.0100480041062295 -0.00788131384131148 -0.972440195081967 -0.953203115409836 -0.975556976885246 -0.0300030427426229 -0.0700083750360656 0.074256819 -0.883655251803279 -0.941469207540984 -0.950364757540984 -0.0976380412377049 -0.0409520826508197 -0.0482863736885246 -0.955415641803279 -0.971195487377049 -0.973689389672131 -0.941459935081967 -0.935232945245902 -0.941459935081967 -0.935232945245902 -0.968790683278689 -0.962678857213115 -0.888101372786885 -0.852271618032787 -0.969289973606557 -0.961923171967213 -0.976469472295082 -0.932775677704918 -0.947178200163934 -0.983647207377049 -0.922852028360656 -0.914189183770492 -0.971971634098361 -0.95329178 -0.971122527868852 -0.975581439016393 -0.95666634442623 -0.978792832786885 -0.890292711147541 -0.948251856721312 -0.95260195295082 -0.884385204098361 -0.938529853770492 -0.954335764426229 -0.945217802786885 -0.939741929016393 -0.960859009508197 -0.964145595245902 -0.902356765573771 -0.850033171967213 -0.963059791967213 -0.962909739016393
12 NA 0.272714424015444 -0.0186756366724961 -0.106913399162162 -0.490393910118919 -0.427572401541313 -0.647151186216216 0.638435510779923 0.0885843819505791 0.0501208197594595 -0.963160355945946 -0.958238962200772 -0.948521854594595 0.069480485996139 0.00419599940100386 0.00223689614752124 -0.490559821355212 -0.481427611684363 -0.749536849459459 -0.0706063533354826 -0.0566577753281853 0.10121267467112 -0.691193726774517 -0.68644974027027 -0.605274930189189 -0.0673373728131274 -0.0443210288637066 -0.0596187353997297 -0.651861056714286 -0.773557942277992 -0.696515608158301 -0.469647253189575 -0.489399492577606 -0.469647253189575 -0.489399492577606 -0.550269983453282 -0.473025515293822 -0.571272567983012 -0.645428607994749 -0.732075461930502 -0.745043926679537 -0.485288917650193 -0.426843817969498 -0.674698959189189 -0.49348550299112 -0.465986682604247 -0.661888397799228 -0.511292324332008 -0.506038829232085 -0.729336031737452 -0.515199816583398 -0.490259189877027 -0.7684949703861 -0.607301656246718 -0.696880478880309 -0.587836500142857 -0.718836050992278 -0.685157656370656 -0.650270763436293 -0.468387995440927 -0.582418503612355 -0.470826805486873 -0.479165571041313 -0.673729628797683 -0.688680145054054 -0.749120714316602 -0.758371321930502
13 "5" 0.277758431052632 -0.0167891993964912 -0.112124137754386 -0.991020759298246 -0.949422439473684 -0.967538031754386 0.942695296842105 -0.239943146315789 -0.0524856614035088 -0.992232401754386 -0.974681225789474 -0.976827157368421 0.0758630962280702 0.00762035230350877 -0.000704979340543859 -0.987636104210526 -0.977704172105263 -0.986926242631579 -0.0295492164431579 -0.0753205243684211 0.085471246877193 -0.955577395789474 -0.971721755964912 -0.973436596140351 -0.0981199986666667 -0.0412872577807018 -0.053926078122807 -0.978465124561404 -0.980982661403509 -0.985177042982456 -0.971564243157895 -0.968519673859649 -0.971564243157895 -0.968519673859649 -0.98680002754386 -0.981865616666667 -0.95782537245614 -0.944980198421053 -0.983637634912281 -0.976197659649123 -0.989425965614035 -0.959427618245614 -0.97756730122807 -0.991817705263158 -0.947179813157895 -0.964048080877193 -0.988198276666667 -0.977752775438597 -0.98460855877193 -0.988185112807018 -0.979412252631579 -0.987871530526316 -0.957154108421053 -0.97291308 -0.974394378070175 -0.955818411578947 -0.97142515122807 -0.97553326754386 -0.972393559473684 -0.970445378947368 -0.981977536491228 -0.980621262631579 -0.957488799473684 -0.946857485438596 -0.977197403859649 -0.976467330175439
13 NA 0.275502670174074 -0.0178323054293333 -0.108504305641111 -0.547540574833704 -0.34313253684463 -0.506943429652593 0.660871218922222 -0.000315928029629629 0.0647338046404074 -0.961997814259259 -0.949077720518518 -0.930684699555556 0.0801942805362778 0.00308990928178889 -0.0148066884469259 -0.56526525637 -0.483566448957704 -0.673886385755556 -0.0618832737162519 -0.058777781341037 0.101693853501704 -0.664344490937037 -0.57690783727037 -0.573649652688889 -0.0860067551240741 -0.044674012202963 -0.0591893208514815 -0.660315749711111 -0.6636787327 -0.655196965440741 -0.448736531557778 -0.518847813794444 -0.448736531557778 -0.518847813794444 -0.549185508965185 -0.531796046363963 -0.501708854116296 -0.571212829337037 -0.655556598466667 -0.656292986912963 -0.564800657026296 -0.395097770058667 -0.556305260871481 -0.542234284148148 -0.360280994893704 -0.521978978310185 -0.590813219079259 -0.524297896331852 -0.653034399919259 -0.57812846274153 -0.474036918846704 -0.693513408148148 -0.59562328748037 -0.578381207011481 -0.545754116759259 -0.687968566518519 -0.582898778233704 -0.624603182259259 -0.509185402303333 -0.600934748740741 -0.52819571240963 -0.540326917540037 -0.58778079137037 -0.638094004025926 -0.656079725284815 -0.681823662361111
14 "5" 0.280545613833333 -0.01520781344 -0.103817701790667 -0.973268905 -0.928525725333333 -0.9222763115 0.875319569 -0.226692231166667 -0.338174888666667 -0.972005366333333 -0.965781048333333 -0.940757718 0.0737933748485 0.00579566182983333 -0.00720777760485 -0.978248526 -0.966362425833333 -0.970766734 -0.0220886526891667 -0.05581088271 0.07904758875 -0.9610917615 -0.9462806205 -0.946589134666667 -0.100718458866667 -0.04500967927 -0.0509036177765 -0.969948875166667 -0.9706929555 -0.974687865833333 -0.943456847333333 -0.936735577166667 -0.943456847333333 -0.936735577166667 -0.972965788166667 -0.970437182833333 -0.943530016833333 -0.931426203833333 -0.974873328 -0.966834217 -0.9726995625 -0.942178248333333 -0.9424220265 -0.973605553666667 -0.926055903 -0.917781858666667 -0.97818164 -0.967249904833333 -0.966718434333333 -0.980396601666667 -0.967830182166667 -0.973594305166667 -0.957111767 -0.9508361945 -0.950999877833333 -0.962741032833333 -0.944306864 -0.950162705166667 -0.949715059833333 -0.939799869833333 -0.970214125833333 -0.969677515666667 -0.944405563833333 -0.934815560833333 -0.969175636833333 -0.966019259166667
14 NA 0.267820865707224 -0.0164936781729658 -0.100339905403422 -0.529177326554373 -0.24838970966251 -0.150105392204829 0.625715062726236 -0.0854677365258555 -0.120800604250951 -0.934228303726236 -0.93703804834981 -0.91026323661597 0.0742629799036882 0.00412682695111027 -0.00146337528669202 -0.565245340678555 -0.499789781771483 -0.585240875555057 0.0053507795060076 -0.104544868206084 0.0564789228631179 -0.675635436642586 -0.274095197503612 -0.231677217103422 -0.109116051365122 -0.0429345819372205 -0.0437383797152091 -0.744392764638783 -0.635684940425856 -0.561556372535361 -0.341431237746008 -0.368504933464259 -0.341431237746008 -0.368504933464259 -0.525933336388213 -0.521807483626958 -0.296215615464221 -0.36655755356654 -0.637931041418631 -0.672313228178707 -0.538938452692395 -0.344148499586692 -0.326178120064639 -0.526319108811977 -0.251531301892395 -0.12837460357943 -0.580515055642205 -0.514619598296578 -0.539319096298479 -0.588699236486312 -0.518735847623194 -0.630736180795057 -0.64031954913308 -0.402837803425285 -0.303671447057795 -0.689248676095057 -0.213021751637148 -0.283909981278327 -0.386195652060837 -0.458947511212548 -0.511728746038213 -0.539261751886692 -0.451462079970722 -0.421595500119087 -0.660194162252319 -0.713687273239544
15 "5" 0.278915803962264 -0.0183516360396226 -0.105910832679245 -0.988949247358491 -0.931900148301887 -0.951670257924528 0.965528899622642 -0.164713175490566 0.0645975994528302 -0.988432084716981 -0.965687978301887 -0.958810153207547 0.0752280703207547 0.00617255520183019 -0.00658737093471698 -0.985459068490566 -0.967720399622641 -0.985301940754717 -0.0262433562254717 -0.0659637517169811 0.0761946738773585 -0.947790802075472 -0.971332584339623 -0.968167046415094 -0.101358786226415 -0.0438507492018868 -0.052278397190566 -0.971514312075472 -0.988107413962264 -0.981293117924528 -0.961207616226415 -0.948600432641509 -0.961207616226415 -0.948600432641509 -0.981495125660377 -0.979994800566038 -0.946961381132076 -0.931286778679245 -0.984407077924528 -0.98143282754717 -0.986724998867925 -0.943348788679245 -0.965473514528302 -0.990060962641509 -0.930286443396226 -0.947905911320755 -0.985353492641509 -0.967884709433962 -0.982632302830189 -0.986934133584906 -0.969934103584906 -0.986654459433962 -0.950380286226415 -0.975133868867925 -0.96826485509434 -0.948275234150943 -0.969442882075472 -0.971282183584906 -0.960337344339623 -0.950204045849057 -0.979078785660377 -0.980184086603774 -0.956733900188679 -0.928838303773585 -0.983188091886792 -0.980329709433962
15 NA 0.278078036247273 -0.0161007792541455 -0.113845754905455 -0.473204344230182 -0.394909747598436 -0.658302723487273 0.635553280349091 0.154190689585455 0.0320268067150182 -0.964936924581818 -0.954573567927273 -0.945010185163636 0.078164172232 0.00464749275338182 -0.00399028001423636 -0.554403512429091 -0.522346826250146 -0.795084531989091 -0.0284910768148364 -0.0777897545073455 0.0934548422156364 -0.64849816236 -0.658177846272 -0.674350539818182 -0.0950757668730909 -0.0441803233828 -0.0561978761258182 -0.685102802472727 -0.828102070036364 -0.759843119345455 -0.443656697440582 -0.481704290180873 -0.443656697440582 -0.481704290180873 -0.591836575347164 -0.557370469372 -0.554268329356727 -0.626008449548 -0.7707605108 -0.809307075454545 -0.506112346116364 -0.423780587982945 -0.698627277930909 -0.461789998420364 -0.418942782751091 -0.665856241225455 -0.577579153602182 -0.540319829890545 -0.771413616956364 -0.570339570147091 -0.535686887309927 -0.817831787563636 -0.609229445436 -0.719386355490909 -0.661650079178182 -0.663286093643636 -0.629589383906182 -0.709376382509091 -0.486360702077636 -0.560720830323636 -0.544614541241091 -0.578136095304727 -0.689158171890909 -0.650346666603636 -0.808589281345454 -0.8244459256
16 "5" 0.283497402948718 -0.0165999672935897 -0.103657729076923 -0.989076811794872 -0.960298267692308 -0.953468961666667 0.941587749358974 -0.0578867045 -0.166737468166667 -0.985359689871795 -0.980552435769231 -0.959562830769231 0.0736438905641026 0.0120767950358846 -0.00476310557910256 -0.991026497435897 -0.98262195474359 -0.988073825641026 -0.0299337294166667 -0.068667733 0.0867342708846154 -0.973400107564103 -0.980110277307692 -0.982357006410256 -0.100107332602564 -0.0424982241410256 -0.0544335294410256 -0.987102322692308 -0.992589441153846 -0.992698522948718 -0.969948825128205 -0.95729449448718 -0.969948825128205 -0.95729449448718 -0.989205231794872 -0.986761550641026 -0.972528178205128 -0.964105768461539 -0.992848576025641 -0.990809427435897 -0.989427670897436 -0.96931401525641 -0.969999504230769 -0.989100620641026 -0.958174310128205 -0.948540267051282 -0.991038638974359 -0.982425403974359 -0.986091891538462 -0.991847149615385 -0.984236462179487 -0.98865796025641 -0.973157351666667 -0.983594244615385 -0.98363927 -0.973926885 -0.978402418717949 -0.983527402051282 -0.971082558076923 -0.957173571923077 -0.986502687948718 -0.985912716923077 -0.975448632179487 -0.963574736025641 -0.99117243 -0.990672800769231
